ID,PTO,FNS,DAMP,IC,ModEv,XIR,XIF,NfFF,MaxNfAs,MaxNfPdf,Q0,alphas,Qref,QED,alphaqed,Qedref,SxRes,SxOrd,HQ,mc,Qmc,kcThr,mb,Qmb,kbThr,mt,Qmt,ktThr,CKM,MZ,MW,GF,SIN2TW,TMC,MP,Comments,global_nx,EScaleVar
157,2,FONLL-C,0,1,TRN,2.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO FC xiF=xiR=2.0",0,1
158,1,FONLL-A,0,1,TRN,0.5,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO (FONLLA) FC xiF=xiR=0.5",0,1
159,1,FONLL-A,0,1,TRN,2.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO (FONNLA) FC xiF=xiR=2.0",0,1
160,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"*LOW PRECISION* NNPDF3.1 NNLO central",20,1
161,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.040    30 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"*LOW PRECISION (15)* NNPDF3.1 NNLO central",15,1
162,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.040    30 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"*LOW PRECISION (10)* NNPDF3.1 NNLO central",10,1
163,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m",0,1
164,1,FONLL-B,0,1,TRN,2.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, xiF=xiR=2",0,1
165,1,FONLL-B,0,1,TRN,0.5,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m xiF=xiR=0.5",0,1
166,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m",0,1
167,2,FONLL-C,0,1,TRN,2.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, xiF=xiR=2",0,1
168,2,FONLL-C,0,1,TRN,0.5,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m xiF=xiR=0.5",0,1
169,1,FONLL-B,0,1,TRN,2.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, xiF=central, xiR=2",0,1
170,1,FONLL-B,0,1,TRN,0.5,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, xiF=central, xiR=0.5",0,1
171,1,FONLL-B,0,1,TRN,1.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, xiF=2.0, xiR=central",0,1
172,1,FONLL-B,0,1,TRN,1.0,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, xiF=0.5, xiR=central",0,1
173,1,FONLL-B,0,1,TRN,0.5,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=0.5",0,0
174,1,FONLL-B,0,1,TRN,0.5,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=central, xiR=0.5",0,0
175,1,FONLL-B,0,1,TRN,0.5,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=0.5",0,0
176,1,FONLL-B,0,1,TRN,1.0,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=central",0,0
177,1,FONLL-B,0,1,TRN,1.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=central",0,0
178,1,FONLL-B,0,1,TRN,2.0,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=2.0",0,0
179,1,FONLL-B,0,1,TRN,2.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=central, xiR=2.0",0,0
180,1,FONLL-B,0,1,TRN,2.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=2.0",0,0
181,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m",0,1
182,2,FONLL-C,0,1,TRN,0.5,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=0.5",0,0
183,2,FONLL-C,0,1,TRN,0.5,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=central, xiR=0.5",0,0
184,2,FONLL-C,0,1,TRN,0.5,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=0.5",0,0
185,2,FONLL-C,0,1,TRN,1.0,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=central",0,0
186,2,FONLL-C,0,1,TRN,1.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=central",0,0
187,2,FONLL-C,0,1,TRN,2.0,0.5,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=2.0",0,0
188,2,FONLL-C,0,1,TRN,2.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=central, xiR=2.0",0,0
189,2,FONLL-C,0,1,TRN,2.0,2.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,2.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=2.0",0,0
190,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.11,1.11,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.11",0,1
191,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.21,1.21,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.21",0,1
192,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.31,1.31,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.31",0,1
193,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.41,1.41,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.41",0,1
194,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.51",0,1
195,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.61,1.61,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.61",0,1
196,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,2.0,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.71,1.71,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.71",0,1
197,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,2.0,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.81,1.81,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.81",0,1
198,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,2.0,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.91,1.91,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central mc=1.91",0,1
199,1,FONLL-B,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF3.1 NLO central, LO2 and NLO2",0,1
200,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.118,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF4.0 NNLO alphas=0.118",0,1
201,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.116,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF4.0 NNLO alphas=0.116",0,1
202,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.117,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF4.0 NNLO alphas=0.117",0,1
203,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.1175,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF4.0 NNLO alphas=0.1175",0,1
204,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.1185,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF4.0 NNLO alphas=0.1185",0,1
205,2,FONLL-C,0,1,TRN,1.0,1.0,5,5,5,1.65,0.119,91.2,0,0.007496252,1.777,0,LL,POLE,1.51,1.51,1.0,4.92,4.92,1.0,172.5,172.5,1.0,"0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152",91.1876,80.398,1.1663787e-05,0.23126,1,0.938,"NNPDF4.0 NNLO alphas=0.119",0,1
