group	dataset	id	replica 4
ALL	NMC_NC_NOTFIXED_EM-F2	45	0.9949301956986578
ALL	NMC_NC_NOTFIXED_EM-F2	46	0.9816584650751864
ALL	NMC_NC_NOTFIXED_EM-F2	58	0.9700545329524085
ALL	NMC_NC_NOTFIXED_EM-F2	59	0.9913661153981326
ALL	NMC_NC_NOTFIXED_EM-F2	60	0.9758458627567357
ALL	NMC_NC_NOTFIXED_EM-F2	72	0.982664589456683
ALL	NMC_NC_NOTFIXED_EM-F2	73	0.9785761795023171
ALL	NMC_NC_NOTFIXED_EM-F2	74	0.9900240832374166
ALL	NMC_NC_NOTFIXED_EM-F2	75	0.946992987075512
ALL	NMC_NC_NOTFIXED_EM-F2	86	0.9638673630907092
ALL	NMC_NC_NOTFIXED_EM-F2	87	0.9755466442986545
ALL	NMC_NC_NOTFIXED_EM-F2	88	0.9864767237914412
ALL	NMC_NC_NOTFIXED_EM-F2	89	0.954223502106874
ALL	NMC_NC_NOTFIXED_EM-F2	90	0.9420291880536616
ALL	NMC_NC_NOTFIXED_EM-F2	91	0.9253632234129007
ALL	NMC_NC_NOTFIXED_EM-F2	101	0.9585382182457948
ALL	NMC_NC_NOTFIXED_EM-F2	102	0.9473221276077832
ALL	NMC_NC_NOTFIXED_EM-F2	103	0.952162378702247
ALL	NMC_NC_NOTFIXED_EM-F2	104	0.9296716299852944
ALL	NMC_NC_NOTFIXED_EM-F2	105	0.9536880062616401
ALL	NMC_NC_NOTFIXED_EM-F2	106	0.9594646917784504
ALL	NMC_NC_NOTFIXED_EM-F2	107	0.9281925158466666
ALL	NMC_NC_NOTFIXED_EM-F2	116	0.9272211300096279
ALL	NMC_NC_NOTFIXED_EM-F2	117	0.9556189649083927
ALL	NMC_NC_NOTFIXED_EM-F2	118	0.9313015456977086
ALL	NMC_NC_NOTFIXED_EM-F2	119	0.9494044604360551
ALL	NMC_NC_NOTFIXED_EM-F2	120	0.9161987191308617
ALL	NMC_NC_NOTFIXED_EM-F2	121	0.9299552321039584
ALL	NMC_NC_NOTFIXED_EM-F2	122	0.9419722103537513
ALL	NMC_NC_NOTFIXED_EM-F2	123	0.9294972633713081
ALL	NMC_NC_NOTFIXED_EM-F2	131	0.927784715211167
ALL	NMC_NC_NOTFIXED_EM-F2	132	0.9344418687168797
ALL	NMC_NC_NOTFIXED_EM-F2	133	0.9188016435094427
ALL	NMC_NC_NOTFIXED_EM-F2	134	0.9238058422179264
ALL	NMC_NC_NOTFIXED_EM-F2	135	0.9337052526027956
ALL	NMC_NC_NOTFIXED_EM-F2	136	0.9172800714701728
ALL	NMC_NC_NOTFIXED_EM-F2	137	0.9101230844550208
ALL	NMC_NC_NOTFIXED_EM-F2	138	0.9602647460549785
ALL	NMC_NC_NOTFIXED_EM-F2	139	0.9160773030210719
ALL	NMC_NC_NOTFIXED_EM-F2	146	0.9094051790420934
ALL	NMC_NC_NOTFIXED_EM-F2	147	0.966783290159609
ALL	NMC_NC_NOTFIXED_EM-F2	148	0.9422136368810236
ALL	NMC_NC_NOTFIXED_EM-F2	149	0.9319931987677592
ALL	NMC_NC_NOTFIXED_EM-F2	150	0.9290283014515106
ALL	NMC_NC_NOTFIXED_EM-F2	151	0.9033006350233722
ALL	NMC_NC_NOTFIXED_EM-F2	152	0.9300418581684061
ALL	NMC_NC_NOTFIXED_EM-F2	153	0.9367067688392375
ALL	NMC_NC_NOTFIXED_EM-F2	154	0.911811579577567
ALL	NMC_NC_NOTFIXED_EM-F2	155	0.9142834621289402
ALL	NMC_NC_NOTFIXED_EM-F2	161	0.9040740711366776
ALL	NMC_NC_NOTFIXED_EM-F2	162	0.9166177970865242
ALL	NMC_NC_NOTFIXED_EM-F2	163	0.9081895088209917
ALL	NMC_NC_NOTFIXED_EM-F2	164	0.9091417846492506
ALL	NMC_NC_NOTFIXED_EM-F2	165	0.9150485678913546
ALL	NMC_NC_NOTFIXED_EM-F2	166	0.911785150938196
ALL	NMC_NC_NOTFIXED_EM-F2	167	0.8972689166855912
ALL	NMC_NC_NOTFIXED_EM-F2	168	0.8914044955159212
ALL	NMC_NC_NOTFIXED_EM-F2	169	0.9036126849704096
ALL	NMC_NC_NOTFIXED_EM-F2	170	0.8322505191448162
ALL	NMC_NC_NOTFIXED_EM-F2	175	0.8708272157884331
ALL	NMC_NC_NOTFIXED_EM-F2	176	0.8829798650255101
ALL	NMC_NC_NOTFIXED_EM-F2	177	0.8877611802686788
ALL	NMC_NC_NOTFIXED_EM-F2	178	0.8582019552268876
ALL	NMC_NC_NOTFIXED_EM-F2	179	0.8717409382405461
ALL	NMC_NC_NOTFIXED_EM-F2	180	0.8822717340480769
ALL	NMC_NC_NOTFIXED_EM-F2	181	0.8459290713297968
ALL	NMC_NC_NOTFIXED_EM-F2	182	0.8658091373662276
ALL	NMC_NC_NOTFIXED_EM-F2	183	0.8608733879270523
ALL	NMC_NC_NOTFIXED_EM-F2	184	0.8872323676699673
ALL	NMC_NC_NOTFIXED_EM-F2	185	0.8866785873948531
ALL	NMC_NC_NOTFIXED_EM-F2	189	0.8866695479899189
ALL	NMC_NC_NOTFIXED_EM-F2	190	0.8341348988601713
ALL	NMC_NC_NOTFIXED_EM-F2	191	0.8488213298219401
ALL	NMC_NC_NOTFIXED_EM-F2	192	0.8446325915949771
ALL	NMC_NC_NOTFIXED_EM-F2	193	0.8558472494669247
ALL	NMC_NC_NOTFIXED_EM-F2	194	0.8473246475348929
ALL	NMC_NC_NOTFIXED_EM-F2	195	0.8801738929652023
ALL	NMC_NC_NOTFIXED_EM-F2	196	0.8817375503936711
ALL	NMC_NC_NOTFIXED_EM-F2	197	0.8440552911679603
ALL	NMC_NC_NOTFIXED_EM-F2	198	0.8779435454020806
ALL	NMC_NC_NOTFIXED_EM-F2	199	0.7977883143613368
ALL	NMC_NC_NOTFIXED_EM-F2	203	0.8572218261226829
ALL	NMC_NC_NOTFIXED_EM-F2	204	0.8344262405863417
ALL	NMC_NC_NOTFIXED_EM-F2	205	0.8367721639636614
ALL	NMC_NC_NOTFIXED_EM-F2	206	0.7933598016094338
ALL	NMC_NC_NOTFIXED_EM-F2	207	0.874906920920057
ALL	NMC_NC_NOTFIXED_EM-F2	208	0.8358684498118979
ALL	NMC_NC_NOTFIXED_EM-F2	209	0.8156817220306616
ALL	NMC_NC_NOTFIXED_EM-F2	210	0.8330524764510073
ALL	NMC_NC_NOTFIXED_EM-F2	211	0.8151856348895493
ALL	NMC_NC_NOTFIXED_EM-F2	212	0.8641162488776697
ALL	NMC_NC_NOTFIXED_EM-F2	213	0.7888587633028689
ALL	NMC_NC_NOTFIXED_EM-F2	217	0.7885496594652278
ALL	NMC_NC_NOTFIXED_EM-F2	218	0.8252901354751888
ALL	NMC_NC_NOTFIXED_EM-F2	219	0.8089868967860703
ALL	NMC_NC_NOTFIXED_EM-F2	220	0.7687407615584696
ALL	NMC_NC_NOTFIXED_EM-F2	221	0.7790640859310058
ALL	NMC_NC_NOTFIXED_EM-F2	222	0.7755405178003897
ALL	NMC_NC_NOTFIXED_EM-F2	223	0.8031539084974207
ALL	NMC_NC_NOTFIXED_EM-F2	224	0.7628145797403666
ALL	NMC_NC_NOTFIXED_EM-F2	225	0.7765513417853279
ALL	NMC_NC_NOTFIXED_EM-F2	226	0.7803224682245714
ALL	NMC_NC_NOTFIXED_EM-F2	231	0.7370911653419454
ALL	NMC_NC_NOTFIXED_EM-F2	232	0.755574371593637
ALL	NMC_NC_NOTFIXED_EM-F2	233	0.7417773164511178
ALL	NMC_NC_NOTFIXED_EM-F2	234	0.7167220792111382
ALL	NMC_NC_NOTFIXED_EM-F2	235	0.7522958485895449
ALL	NMC_NC_NOTFIXED_EM-F2	236	0.7341855905985141
ALL	NMC_NC_NOTFIXED_EM-F2	237	0.7462106327381511
ALL	NMC_NC_NOTFIXED_EM-F2	238	0.7392112903939227
ALL	NMC_NC_NOTFIXED_EM-F2	244	0.777544652722757
ALL	NMC_NC_NOTFIXED_EM-F2	245	0.689963746060522
ALL	NMC_NC_NOTFIXED_EM-F2	246	0.7036257398993818
ALL	NMC_NC_NOTFIXED_EM-F2	247	0.7610566499174573
ALL	NMC_NC_NOTFIXED_EM-F2	248	0.6413112380743953
ALL	NMC_NC_NOTFIXED_EM-F2	249	0.7379133245947033
ALL	NMC_NC_NOTFIXED_EM-F2	255	0.6828956917835165
ALL	NMC_NC_NOTFIXED_EM-F2	256	0.7100816647375836
ALL	NMC_NC_NOTFIXED_EM-F2	257	0.6495618831251572
ALL	NMC_NC_NOTFIXED_EM-F2	258	0.6641698302384816
ALL	NMC_NC_NOTFIXED_EM-F2	259	0.7136550602766771
